db.Address	180.0	76.0	24.0	24.0	db
db.AgendaAuthorizedSharesChange	320.0	76.0	432.0	24.0	db
db.AgendaBonusIssue	216.0	76.0	840.0	24.0	db
db.AgendaBonusIssueNewIssueBalanceCertificateFile	360.0	76.0	1248.0	24.0	db
db.AgendaBonusIssueNewIssueMinutesFile	360.0	76.0	1656.0	24.0	db
db.AgendaBonusIssueSharesToIssue	344.0	76.0	2064.0	24.0	db
db.AgendaBorrowCapital	240.0	76.0	2472.0	24.0	db
db.AgendaBranchChange	232.0	76.0	2880.0	24.0	db
db.AgendaCashDividends	240.0	76.0	3288.0	24.0	db
db.AgendaCeoAddressChange	272.0	76.0	3696.0	24.0	db
db.AgendaCeoAddressChangeItem	312.0	76.0	4104.0	24.0	db
db.AgendaChangeOfAoiClassStock	328.0	76.0	4512.0	24.0	db
db.AgendaChangeOfAoiCustom	288.0	76.0	4920.0	24.0	db
db.AgendaChangeOfAoiDirectorCompensationRule	360.0	76.0	5328.0	24.0	db
db.AgendaChangeOfAoiNumberOfDirectors	360.0	76.0	5736.0	24.0	db
db.AgendaChangeOfAoiThirdPartyAllocation	360.0	76.0	6144.0	24.0	db
db.AgendaChangeOfArticlesOfIncorporation	360.0	76.0	6552.0	24.0	db
db.AgendaCoCeoSystemChange	288.0	76.0	6960.0	24.0	db
db.AgendaCompanyNameChange	280.0	76.0	7368.0	24.0	db
db.AgendaCustom	180.0	76.0	24.0	128.0	db
db.AgendaDirectorChange	248.0	76.0	432.0	128.0	db
db.AgendaDirectorCompensation	296.0	76.0	840.0	128.0	db
db.AgendaDirectorCompensationItem	336.0	76.0	1248.0	128.0	db
db.AgendaDirectorCompensationRule	336.0	76.0	1656.0	128.0	db
db.AgendaFinancialStatements	288.0	76.0	2064.0	128.0	db
db.AgendaHeadOfficeRelocation	304.0	76.0	2472.0	128.0	db
db.AgendaHeadOfficeRelocationAoiChange	360.0	76.0	2880.0	128.0	db
db.AgendaMethodOfGivingPublicNoticeChange	360.0	76.0	3288.0	128.0	db
db.AgendaNewIssue	200.0	76.0	3696.0	128.0	db
db.AgendaNewIssueItem	240.0	76.0	4104.0	128.0	db
db.AgendaNewIssueItemFromConversion	360.0	76.0	4512.0	128.0	db
