db.Address	180	76	24	24	db
db.AgendaAuthorizedSharesChange	320	76	432	24	db
db.AgendaBonusIssue	216	76	840	24	db
db.AgendaBonusIssueNewIssueBalanceCertificateFile	360	76	1248	24	db
db.AgendaBonusIssueNewIssueMinutesFile	360	76	1656	24	db
db.AgendaBonusIssueSharesToIssue	344	76	2064	24	db
db.AgendaBorrowCapital	240	76	2472	24	db
db.AgendaBranchChange	232	76	2880	24	db
db.AgendaCashDividends	240	76	3288	24	db
db.AgendaCeoAddressChange	272	76	3696	24	db
db.AgendaCeoAddressChangeItem	312	76	4104	24	db
db.AgendaChangeOfAoiClassStock	328	76	4512	24	db
db.AgendaChangeOfAoiCustom	288	76	4920	24	db
db.AgendaChangeOfAoiDirectorCompensationRule	360	76	5328	24	db
db.AgendaChangeOfAoiNumberOfDirectors	360	76	5736	24	db
db.AgendaChangeOfAoiThirdPartyAllocation	360	76	6144	24	db
db.AgendaChangeOfArticlesOfIncorporation	360	76	6552	24	db
db.AgendaCoCeoSystemChange	288	76	6960	24	db
db.AgendaCompanyNameChange	280	76	7368	24	db
db.AgendaCustom	180	76	24	128	db
db.AgendaDirectorChange	248	76	432	128	db
db.AgendaDirectorCompensation	296	76	840	128	db
db.AgendaDirectorCompensationItem	336	76	1248	128	db
db.AgendaDirectorCompensationRule	336	76	1656	128	db
db.AgendaFinancialStatements	288	76	2064	128	db
db.AgendaHeadOfficeRelocation	304	76	2472	128	db
db.AgendaHeadOfficeRelocationAoiChange	360	76	2880	128	db
db.AgendaMethodOfGivingPublicNoticeChange	360	76	3288	128	db
db.AgendaNewIssue	200	76	3696	128	db
db.AgendaNewIssueItem	240	76	4104	128	db
db.AgendaNewIssueItemFromConversion	360	76	4512	128	db
db.AgendaNewIssueItemFromPayment	344	76	4920	128	db
db.AgendaNewIssueItemInstitutionMember	360	76	5328	128	db
db.AgendaNewIssueItemInstitutionMemberCeo	360	76	5736	128	db
db.AgendaNewIssueItemShareClass	336	76	6144	128	db
db.AgendaNewIssueItemShareholder	336	76	6552	128	db
db.AgendaNewIssueNewShareClass	328	76	6960	128	db
db.AgendaNewOptionsRule	256	76	7368	128	db
db.AgendaNewOrChangeRsuRule	304	76	24	232	db
db.AgendaOptionCancel	232	76	432	232	db
db.AgendaOptionCancelGrantee	296	76	840	232	db
db.AgendaOptionCancelOption	288	76	1248	232	db
db.AgendaOptionExercise	248	76	1656	232	db
