edge:declared:db.AgendaBonusIssue:certificate_of_payment_for_the_share_file	db.AgendaBonusIssue	db.FileAttachment	foreign_key	declared
edge:declared:db.AgendaBonusIssue:meeting_draft	db.AgendaBonusIssue	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaBonusIssueNewIssueBalanceCertificateFile:agenda_bonus_issue	db.AgendaBonusIssueNewIssueBalanceCertificateFile	db.AgendaBonusIssue	foreign_key	declared
edge:declared:db.AgendaBonusIssueNewIssueMinutesFile:agenda_bonus_issue	db.AgendaBonusIssueNewIssueMinutesFile	db.AgendaBonusIssue	foreign_key	declared
edge:declared:db.AgendaBonusIssueSharesToIssue:agenda_bonus_issue	db.AgendaBonusIssueSharesToIssue	db.AgendaBonusIssue	foreign_key	declared
edge:declared:db.AgendaBonusIssueSharesToIssue:share_class	db.AgendaBonusIssueSharesToIssue	db.ShareClass	foreign_key	declared
edge:declared:db.AgendaBorrowCapital:meeting_draft	db.AgendaBorrowCapital	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaBranchChange:address	db.AgendaBranchChange	db.Address	foreign_key	declared
edge:declared:db.AgendaBranchChange:installation_event	db.AgendaBranchChange	db.BranchInstallationEvent	foreign_key	declared
edge:declared:db.AgendaBranchChange:meeting_draft	db.AgendaBranchChange	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaCashDividends:meeting_draft	db.AgendaCashDividends	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaCeoAddressChange:meeting_draft	db.AgendaCeoAddressChange	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaCeoAddressChangeItem:agenda_ceo_address_change	db.AgendaCeoAddressChangeItem	db.AgendaCeoAddressChange	foreign_key	declared
edge:declared:db.AgendaCeoAddressChangeItem:stakeholder	db.AgendaCeoAddressChangeItem	db.Stakeholder	foreign_key	declared
edge:declared:db.AgendaChangeOfAoiClassStock:aoi	db.AgendaChangeOfAoiClassStock	db.AgendaChangeOfArticlesOfIncorporation	foreign_key	declared
edge:declared:db.AgendaChangeOfAoiCustom:aoi	db.AgendaChangeOfAoiCustom	db.AgendaChangeOfArticlesOfIncorporation	foreign_key	declared
edge:declared:db.AgendaChangeOfAoiCustom:changed_part	db.AgendaChangeOfAoiCustom	db.FileAttachment	foreign_key	declared
edge:declared:db.AgendaChangeOfAoiDirectorCompensationRule:aoi	db.AgendaChangeOfAoiDirectorCompensationRule	db.AgendaChangeOfArticlesOfIncorporation	foreign_key	declared
edge:declared:db.AgendaChangeOfAoiNumberOfDirectors:aoi	db.AgendaChangeOfAoiNumberOfDirectors	db.AgendaChangeOfArticlesOfIncorporation	foreign_key	declared
edge:declared:db.AgendaChangeOfAoiThirdPartyAllocation:aoi	db.AgendaChangeOfAoiThirdPartyAllocation	db.AgendaChangeOfArticlesOfIncorporation	foreign_key	declared
edge:declared:db.AgendaChangeOfArticlesOfIncorporation:_deprecated_changed_part	db.AgendaChangeOfArticlesOfIncorporation	db.FileAttachment	foreign_key	declared
edge:declared:db.AgendaChangeOfArticlesOfIncorporation:meeting_draft	db.AgendaChangeOfArticlesOfIncorporation	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaCoCeoSystemChange:meeting_draft	db.AgendaCoCeoSystemChange	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaCompanyNameChange:meeting_draft	db.AgendaCompanyNameChange	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaCustom:meeting_draft	db.AgendaCustom	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaDirectorChange:stakeholder	db.AgendaDirectorChange	db.Stakeholder	foreign_key	declared
edge:declared:db.AgendaDirectorCompensationItem:director_compensation	db.AgendaDirectorCompensationItem	db.AgendaDirectorCompensation	foreign_key	declared
edge:declared:db.AgendaDirectorCompensationItem:stakeholder	db.AgendaDirectorCompensationItem	db.Stakeholder	foreign_key	declared
edge:declared:db.AgendaDirectorCompensationRule:meeting_draft	db.AgendaDirectorCompensationRule	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaFinancialStatements:audit_report	db.AgendaFinancialStatements	db.FileAttachment	foreign_key	declared
edge:declared:db.AgendaFinancialStatements:meeting_draft	db.AgendaFinancialStatements	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaHeadOfficeRelocation:address	db.AgendaHeadOfficeRelocation	db.Address	foreign_key	declared
edge:declared:db.AgendaHeadOfficeRelocation:meeting_draft	db.AgendaHeadOfficeRelocation	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaHeadOfficeRelocationAoiChange:meeting_draft	db.AgendaHeadOfficeRelocationAoiChange	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaMethodOfGivingPublicNoticeChange:daily_newspaper	db.AgendaMethodOfGivingPublicNoticeChange	db.DailyNewspaper	foreign_key	declared
edge:declared:db.AgendaMethodOfGivingPublicNoticeChange:meeting_draft	db.AgendaMethodOfGivingPublicNoticeChange	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaNewIssue:financial_statements	db.AgendaNewIssue	db.FileAttachment	foreign_key	declared
edge:declared:db.AgendaNewIssue:meeting_draft	db.AgendaNewIssue	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaNewIssueItem:new_issue	db.AgendaNewIssueItem	db.AgendaNewIssue	foreign_key	declared
edge:declared:db.AgendaNewIssueItemFromConversion:new_issue_item	db.AgendaNewIssueItemFromConversion	db.AgendaNewIssueItem	foreign_key	declared
edge:declared:db.AgendaNewIssueItemFromPayment:new_issue_item	db.AgendaNewIssueItemFromPayment	db.AgendaNewIssueItem	foreign_key	declared
edge:declared:db.AgendaNewIssueItemInstitutionMember:institution	db.AgendaNewIssueItemInstitutionMember	db.AgendaNewIssueItemShareholder	foreign_key	declared
edge:declared:db.AgendaNewIssueItemInstitutionMemberCeo:member	db.AgendaNewIssueItemInstitutionMemberCeo	db.AgendaNewIssueItemInstitutionMember	foreign_key	declared
edge:declared:db.AgendaNewIssueItemShareClass:item	db.AgendaNewIssueItemShareClass	db.AgendaNewIssueItem	foreign_key	declared
edge:declared:db.AgendaNewIssueItemShareholder:item	db.AgendaNewIssueItemShareholder	db.AgendaNewIssueItem	foreign_key	declared
edge:declared:db.AgendaNewIssueNewShareClass:new_issue	db.AgendaNewIssueNewShareClass	db.AgendaNewIssue	foreign_key	declared
edge:declared:db.AgendaNewOptionsRule:meeting_draft	db.AgendaNewOptionsRule	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaNewOrChangeRsuRule:meeting_draft	db.AgendaNewOrChangeRsuRule	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaOptionCancel:meeting_draft	db.AgendaOptionCancel	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaOptionCancelGrantee:option_cancel	db.AgendaOptionCancelGrantee	db.AgendaOptionCancel	foreign_key	declared
edge:declared:db.AgendaOptionCancelGrantee:option_grantee	db.AgendaOptionCancelGrantee	db.OptionGrantee	foreign_key	declared
edge:declared:db.AgendaOptionCancelOption:_deprecated_grantee	db.AgendaOptionCancelOption	db.AgendaOptionCancelGrantee	foreign_key	declared
edge:declared:db.AgendaOptionCancelOption:option_cancel	db.AgendaOptionCancelOption	db.AgendaOptionCancel	foreign_key	declared
edge:declared:db.AgendaOptionExercise:meeting_draft	db.AgendaOptionExercise	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaOptionExerciseClaim:option_exercise	db.AgendaOptionExerciseClaim	db.AgendaOptionExercise	foreign_key	declared
edge:declared:db.AgendaOptionExerciseClaim:option_exercise_claim	db.AgendaOptionExerciseClaim	db.OptionExerciseClaim	foreign_key	declared
edge:declared:db.AgendaOptionExerciseGrantee:option_exercise	db.AgendaOptionExerciseGrantee	db.AgendaOptionExercise	foreign_key	declared
edge:declared:db.AgendaOptionExerciseGrantee:option_grantee	db.AgendaOptionExerciseGrantee	db.OptionGrantee	foreign_key	declared
edge:declared:db.AgendaOptionExerciseGranteeOption:grantee	db.AgendaOptionExerciseGranteeOption	db.AgendaOptionExerciseGrantee	foreign_key	declared
edge:declared:db.AgendaOptionGrant:meeting_draft	db.AgendaOptionGrant	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaOptionGrantGrantee:_deprecated_option_grant_event	db.AgendaOptionGrantGrantee	db.OptionGrantEvent	foreign_key	declared
edge:declared:db.AgendaOptionGrantGrantee:option_grant	db.AgendaOptionGrantGrantee	db.AgendaOptionGrant	foreign_key	declared
edge:declared:db.AgendaOptionGrantGrantee:option_grantee	db.AgendaOptionGrantGrantee	db.OptionGrantee	foreign_key	declared
edge:declared:db.AgendaOptionGrantGrantee:stakeholder	db.AgendaOptionGrantGrantee	db.Stakeholder	foreign_key	declared
edge:declared:db.AgendaPurposeChange:meeting_draft	db.AgendaPurposeChange	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaPurposeChangeItem:agenda_purpose_change	db.AgendaPurposeChangeItem	db.AgendaPurposeChange	foreign_key	declared
edge:declared:db.AgendaRsuGrant:meeting_draft	db.AgendaRsuGrant	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaRsuGrantGrantee:rsu	db.AgendaRsuGrantGrantee	db.Rsu	foreign_key	declared
edge:declared:db.AgendaRsuGrantGrantee:rsu_grant	db.AgendaRsuGrantGrantee	db.AgendaRsuGrant	foreign_key	declared
edge:declared:db.AgendaRsuGrantGrantee:stakeholder	db.AgendaRsuGrantGrantee	db.Stakeholder	foreign_key	declared
edge:declared:db.AgendaSubsidiaryEstablishment:meeting_draft	db.AgendaSubsidiaryEstablishment	db.MeetingDraft	foreign_key	declared
edge:declared:db.AgendaTemplate:company	db.AgendaTemplate	db.Company	foreign_key	declared
edge:declared:db.AiPayrollLedger:payroll	db.AiPayrollLedger	db.Payroll	foreign_key	declared
edge:declared:db.AlimtalkActivityRecipient:activity	db.AlimtalkActivityRecipient	db.AlimtalkActivity	foreign_key	declared
edge:declared:db.AlimtalkActivityRecipientStatusHistory:recipient	db.AlimtalkActivityRecipientStatusHistory	db.AlimtalkActivityRecipient	foreign_key	declared
edge:declared:db.AllocatedSeat:stakeholder	db.AllocatedSeat	db.Stakeholder	foreign_key	declared
edge:declared:db.Announcement:company_set	db.Announcement	db.Company	foreign_key	declared
edge:declared:db.Announcement:subscription_plan_set	db.Announcement	db.SubscriptionPlan	foreign_key	declared
edge:declared:db.AnnualSalary:employee	db.AnnualSalary	db.Employee	foreign_key	declared
edge:declared:db.AnnualSalary:ledger	db.AnnualSalary	db.PayrollLedger	foreign_key	declared
edge:declared:db.AppointedDirectorCertificateOfSealDocument:meeting_document	db.AppointedDirectorCertificateOfSealDocument	db.MeetingDocument	foreign_key	declared
edge:declared:db.AppointedDirectorResidentRegistrationDocument:meeting_document	db.AppointedDirectorResidentRegistrationDocument	db.MeetingDocument	foreign_key	declared
edge:declared:db.Article:third_party_provider	db.Article	db.ThirdPartyArticleProvider	foreign_key	declared
edge:declared:db.Article:thumbnail_image	db.Article	db.FileAttachment	foreign_key	declared
edge:declared:db.ArticlePublishHistory:article	db.ArticlePublishHistory	db.Article	foreign_key	declared
edge:declared:db.ArticlesOfIncorporation:_deprecated_daily_newspaper	db.ArticlesOfIncorporation	db.DailyNewspaper	foreign_key	declared
edge:declared:db.ArticlesOfIncorporation:articles_of_incorporation_file	db.ArticlesOfIncorporation	db.FileAttachment	foreign_key	declared
edge:declared:db.ArticlesOfIncorporation:company	db.ArticlesOfIncorporation	db.Company	foreign_key	declared
edge:declared:db.ArticlesOfIncorporation:source_meeting	db.ArticlesOfIncorporation	db.Meeting	foreign_key	declared
edge:declared:db.ArticlesOfIncorporationAfterChangeDocument:meeting_document	db.ArticlesOfIncorporationAfterChangeDocument	db.MeetingDocument	foreign_key	declared
edge:declared:db.ArticlesOfIncorporationAnalyzationRequest:company	db.ArticlesOfIncorporationAnalyzationRequest	db.Company	foreign_key	declared
edge:declared:db.ArticlesOfIncorporationAnalyzationResult:request	db.ArticlesOfIncorporationAnalyzationResult	db.ArticlesOfIncorporationAnalyzationRequest	foreign_key	declared
edge:declared:db.ArticlesOfIncorporationBeforeChangeDocument:meeting_document	db.ArticlesOfIncorporationBeforeChangeDocument	db.MeetingDocument	foreign_key	declared
edge:declared:db.ArticlesOfIncorporationDocument:meeting_document	db.ArticlesOfIncorporationDocument	db.MeetingDocument	foreign_key	declared
edge:declared:db.ArticlesOfIncorporationInputterMemo:articles_of_incorporation	db.ArticlesOfIncorporationInputterMemo	db.ArticlesOfIncorporation	foreign_key	declared
edge:declared:db.AuditLog:actor_api_key	db.AuditLog	db.UserApiKey	foreign_key	declared
edge:declared:db.AuditReportDocument:meeting_document	db.AuditReportDocument	db.MeetingDocument	foreign_key	declared
edge:declared:db.AvailableModusignRequest:company	db.AvailableModusignRequest	db.Company	foreign_key	declared
edge:declared:db.AvailableModusignRequest:modusign_account	db.AvailableModusignRequest	db.ModusignAccount	foreign_key	declared
edge:declared:db.BalanceCertificateDocument:meeting_document	db.BalanceCertificateDocument	db.MeetingDocument	foreign_key	declared
edge:declared:db.BalanceCertificateDocument:new_issue_agenda	db.BalanceCertificateDocument	db.AgendaNewIssue	foreign_key	declared
edge:declared:db.BalanceCertificateDocument:option_exercise_agenda	db.BalanceCertificateDocument	db.AgendaOptionExercise	foreign_key	declared
edge:declared:db.BaseModusignDocumentUsageHistory:modusign_document	db.BaseModusignDocumentUsageHistory	db.ModusignDocument	foreign_key	declared
edge:declared:db.BaseModusignDocumentUsageHistory:purchase	db.BaseModusignDocumentUsageHistory	db.Purchase	foreign_key	declared
edge:declared:db.BranchAbolitionEvent:installation_event	db.BranchAbolitionEvent	db.BranchInstallationEvent	foreign_key	declared
edge:declared:db.BranchChangeEvent:address	db.BranchChangeEvent	db.Address	foreign_key	declared
edge:declared:db.BranchChangeEvent:installation_event	db.BranchChangeEvent	db.BranchInstallationEvent	foreign_key	declared
edge:declared:db.BranchInstallationEvent:address	db.BranchInstallationEvent	db.Address	foreign_key	declared
edge:declared:db.BulkEmail:template_revision	db.BulkEmail	db.BulkEmailTemplateRevision	foreign_key	declared
edge:declared:db.BulkEmailCommonAttachment:bulk_email	db.BulkEmailCommonAttachment	db.BulkEmail	foreign_key	declared
edge:declared:db.BulkEmailRecipient:bulk_email	db.BulkEmailRecipient	db.BulkEmail	foreign_key	declared
edge:declared:db.BulkEmailRecipient:email_activity_recipient	db.BulkEmailRecipient	db.EmailActivityRecipient	foreign_key	declared
edge:declared:db.BulkEmailRecipientAttachment:recipient	db.BulkEmailRecipientAttachment	db.BulkEmailRecipient	foreign_key	declared
edge:declared:db.BulkEmailTemplateRevision:template	db.BulkEmailTemplateRevision	db.BulkEmailTemplate	foreign_key	declared
edge:declared:db.BusinessPlan:company	db.BusinessPlan	db.Company	foreign_key	declared
edge:declared:db.BusinessPlanAiAnalysis:business_plan_ai_review	db.BusinessPlanAiAnalysis	db.BusinessPlanAiReview	foreign_key	declared
edge:declared:db.BusinessPlanAiAnalysisItem:ai_analysis_feedback	db.BusinessPlanAiAnalysisItem	db.AiAnalysisFeedback	foreign_key	declared
edge:declared:db.BusinessPlanAiAnalysisItem:business_plan_ai_analysis	db.BusinessPlanAiAnalysisItem	db.BusinessPlanAiAnalysis	foreign_key	declared
edge:declared:db.BusinessPlanAiAnalysisItemImprovement:ai_analysis_feedback	db.BusinessPlanAiAnalysisItemImprovement	db.AiAnalysisFeedback	foreign_key	declared
edge:declared:db.BusinessPlanAiAnalysisItemImprovement:business_plan_ai_analysis_item	db.BusinessPlanAiAnalysisItemImprovement	db.BusinessPlanAiAnalysisItem	foreign_key	declared
edge:declared:db.BusinessPlanAiReview:business_plan	db.BusinessPlanAiReview	db.BusinessPlan	foreign_key	declared
edge:declared:db.BusinessPlanAiReview:company	db.BusinessPlanAiReview	db.Company	foreign_key	declared
edge:declared:db.BusinessRegistrationCertificate:company	db.BusinessRegistrationCertificate	db.Company	foreign_key	declared
edge:declared:db.CaptableAfterNewIssueDocument:meeting_document	db.CaptableAfterNewIssueDocument	db.MeetingDocument	foreign_key	declared
edge:declared:db.CaptableAtRecordDateDocument:meeting_document	db.CaptableAtRecordDateDocument	db.MeetingDocument	foreign_key	declared
edge:declared:db.CaptableBeforeNewIssueDocument:meeting_document	db.CaptableBeforeNewIssueDocument	db.MeetingDocument	foreign_key	declared
edge:declared:db.CaptableRequest:captable_file	db.CaptableRequest	db.FileAttachment	foreign_key	declared
edge:declared:db.CaptableRequest:company	db.CaptableRequest	db.Company	foreign_key	declared
edge:declared:db.CashIncentive:category	db.CashIncentive	db.CashIncentiveCategory	foreign_key	declared
edge:declared:db.CashIncentive:employee	db.CashIncentive	db.Employee	foreign_key	declared
edge:declared:db.CashIncentiveCategory:company	db.CashIncentiveCategory	db.Company	foreign_key	declared
edge:declared:db.CashIncentiveItem:cash_incentive	db.CashIncentiveItem	db.CashIncentive	foreign_key	declared
edge:declared:db.CashPayment:purchase	db.CashPayment	db.Purchase	foreign_key	declared
edge:declared:db.CeoAddressChangeEvent:director	db.CeoAddressChangeEvent	db.Director	foreign_key	declared
edge:declared:db.CeoConfirmationDocument:meeting_document	db.CeoConfirmationDocument	db.MeetingDocument	foreign_key	declared
edge:declared:db.CeoTypeChangedCeoResidentRegistrationDocument:meeting_document	db.CeoTypeChangedCeoResidentRegistrationDocument	db.MeetingDocument	foreign_key	declared
edge:declared:db.CertificateOfCorporateSealDocument:meeting_document	db.CertificateOfCorporateSealDocument	db.MeetingDocument	foreign_key	declared
edge:declared:db.CertificateOfSealNotarizationPoaDocument:meeting_document	db.CertificateOfSealNotarizationPoaDocument	db.MeetingDocument	foreign_key	declared
edge:declared:db.Charge:credit	db.Charge	db.Credit	foreign_key	declared
edge:declared:db.Charge:meeting	db.Charge	db.Meeting	foreign_key	declared
edge:declared:db.CmeBulkEmail:cme	db.CmeBulkEmail	db.CompanyManagingEntity	foreign_key	declared
edge:declared:db.CmeBulkEmailRecipient:_deprecated_cme_bulk_email	db.CmeBulkEmailRecipient	db.CmeBulkEmail	foreign_key	declared
edge:declared:db.CmeBulkEmailRecipient:cme_company	db.CmeBulkEmailRecipient	db.CmeCompany	foreign_key	declared
edge:declared:db.CmeBulkEmailTemplate:cme	db.CmeBulkEmailTemplate	db.CompanyManagingEntity	foreign_key	declared
edge:declared:db.CmeCompany:company	db.CmeCompany	db.Company	foreign_key	declared
edge:declared:db.CmeCompany:company_managing_entity	db.CmeCompany	db.CompanyManagingEntity	foreign_key	declared
edge:declared:db.CmeCompany:contact_set	db.CmeCompany	db.CmeContact	foreign_key	declared
edge:declared:db.CmeCompanyContact:cme_company	db.CmeCompanyContact	db.CmeCompany	foreign_key	declared
edge:declared:db.CmeCompanyContactNotificationSettings:cme_company_contact	db.CmeCompanyContactNotificationSettings	db.CmeCompanyContact	foreign_key	declared
edge:declared:db.CmeCompanyDirectorTermManagement:cme_company	db.CmeCompanyDirectorTermManagement	db.CmeCompany	foreign_key	declared
edge:declared:db.CmeCompanyNote:cme_company	db.CmeCompanyNote	db.CmeCompany	foreign_key	declared
edge:declared:db.CmeCompanyRegistration:cme_contact	db.CmeCompanyRegistration	db.CmeContact	foreign_key	declared
edge:declared:db.CmeCompanyRegistration:company_managing_entity	db.CmeCompanyRegistration	db.CompanyManagingEntity	foreign_key	declared
edge:declared:db.CmeCompanyRegistrationFile:cme_company_registration	db.CmeCompanyRegistrationFile	db.CmeCompanyRegistration	foreign_key	declared
edge:declared:db.CmeContact:company_managing_entity	db.CmeContact	db.CompanyManagingEntity	foreign_key	declared
