db.Address	180	76	0	0	db
db.AgendaAuthorizedSharesChange	320	76	0	0	db
db.AgendaBonusIssue	216	76	0	0	db
db.AgendaBonusIssueNewIssueBalanceCertificateFile	360	76	0	0	db
db.AgendaBonusIssueNewIssueMinutesFile	360	76	0	0	db
db.AgendaBonusIssueSharesToIssue	344	76	0	0	db
db.AgendaBorrowCapital	240	76	0	0	db
db.AgendaBranchChange	232	76	0	0	db
db.AgendaCashDividends	240	76	0	0	db
db.AgendaCeoAddressChange	272	76	0	0	db
db.AgendaCeoAddressChangeItem	312	76	0	0	db
db.AgendaChangeOfAoiClassStock	328	76	0	0	db
db.AgendaChangeOfAoiCustom	288	76	0	0	db
db.AgendaChangeOfAoiDirectorCompensationRule	360	76	0	0	db
db.AgendaChangeOfAoiNumberOfDirectors	360	76	0	0	db
db.AgendaChangeOfAoiThirdPartyAllocation	360	76	0	0	db
db.AgendaChangeOfArticlesOfIncorporation	360	76	0	0	db
db.AgendaCoCeoSystemChange	288	76	0	0	db
db.AgendaCompanyNameChange	280	76	0	0	db
db.AgendaCustom	180	76	0	0	db
db.AgendaDirectorChange	248	76	0	0	db
db.AgendaDirectorCompensation	296	76	0	0	db
db.AgendaDirectorCompensationItem	336	76	0	0	db
db.AgendaDirectorCompensationRule	336	76	0	0	db
db.AgendaFinancialStatements	288	76	0	0	db
db.AgendaHeadOfficeRelocation	304	76	0	0	db
db.AgendaHeadOfficeRelocationAoiChange	360	76	0	0	db
db.AgendaMethodOfGivingPublicNoticeChange	360	76	0	0	db
db.AgendaNewIssue	200	76	0	0	db
db.AgendaNewIssueItem	240	76	0	0	db
db.AgendaNewIssueItemFromConversion	360	76	0	0	db
db.AgendaNewIssueItemFromPayment	344	76	0	0	db
db.AgendaNewIssueItemInstitutionMember	360	76	0	0	db
db.AgendaNewIssueItemInstitutionMemberCeo	360	76	0	0	db
db.AgendaNewIssueItemShareClass	336	76	0	0	db
db.AgendaNewIssueItemShareholder	336	76	0	0	db
db.AgendaNewIssueNewShareClass	328	76	0	0	db
db.AgendaNewOptionsRule	256	76	0	0	db
db.AgendaNewOrChangeRsuRule	304	76	0	0	db
db.AgendaOptionCancel	232	76	0	0	db
db.AgendaOptionCancelGrantee	296	76	0	0	db
db.AgendaOptionCancelOption	288	76	0	0	db
db.AgendaOptionExercise	248	76	0	0	db
db.AgendaOptionExerciseClaim	296	76	0	0	db
db.AgendaOptionExerciseGrantee	312	76	0	0	db
db.AgendaOptionExerciseGranteeOption	360	76	0	0	db
db.AgendaOptionGrant	224	76	0	0	db
db.AgendaOptionGrantGrantee	288	76	0	0	db
db.AgendaPurposeChange	240	76	0	0	db
db.AgendaPurposeChangeItem	280	76	0	0	db
db.AgendaRsuGrant	200	76	0	0	db
