db.Address	50692.045	19219.906
db.AgendaAuthorizedSharesChange	35338.791	29434.042
db.AgendaBonusIssue	38086.053	27214.338
db.AgendaBonusIssueNewIssueBalanceCertificateFile	37738.270	27378.805
db.AgendaBonusIssueNewIssueMinutesFile	37860.647	27564.666
db.AgendaBonusIssueSharesToIssue	32523.873	26363.685
db.AgendaBorrowCapital	33125.934	27942.433
db.AgendaBranchChange	42866.762	31455.003
db.AgendaCashDividends	33125.934	27942.433
db.AgendaCeoAddressChange	32899.960	28724.985
db.AgendaCeoAddressChangeItem	31353.684	28752.427
db.AgendaChangeOfAoiClassStock	37994.869	26936.265
db.AgendaChangeOfAoiCustom	38350.641	23930.082
db.AgendaChangeOfAoiDirectorCompensationRule	37835.588	26697.323
db.AgendaChangeOfAoiNumberOfDirectors	37500.560	26984.481
db.AgendaChangeOfAoiThirdPartyAllocation	37788.976	25805.328
db.AgendaChangeOfArticlesOfIncorporation	36822.714	26517.451
db.AgendaCoCeoSystemChange	34330.909	28474.048
db.AgendaCompanyNameChange	34583.004	29076.071
db.AgendaCustom	34345.915	28578.388
db.AgendaDirectorChange	33907.849	29587.699
db.AgendaDirectorCompensation	33361.255	29217.122
db.AgendaDirectorCompensationItem	32009.767	28844.200
db.AgendaDirectorCompensationRule	34598.010	29285.194
db.AgendaFinancialStatements	35819.398	26960.093
db.AgendaHeadOfficeRelocation	35431.401	28945.220
db.AgendaHeadOfficeRelocationAoiChange	34601.992	28867.657
db.AgendaMethodOfGivingPublicNoticeChange	33506.073	29024.066
db.AgendaNewIssue	38910.525	31565.164
db.AgendaNewIssueItem	36599.890	31843.700
db.AgendaNewIssueItemFromConversion	38487.335	31932.403
db.AgendaNewIssueItemFromPayment	37108.912	32433.206
db.AgendaNewIssueItemInstitutionMember	38126.446	33333.534
db.AgendaNewIssueItemInstitutionMemberCeo	37750.747	33999.402
db.AgendaNewIssueItemShareClass	37452.912	32421.679
db.AgendaNewIssueItemShareholder	36995.435	32544.727
db.AgendaNewIssueNewShareClass	39549.589	31795.022
db.AgendaNewOptionsRule	34598.010	29389.981
db.AgendaNewOrChangeRsuRule	34598.010	29180.602
db.AgendaOptionCancel	33781.555	28722.104
db.AgendaOptionCancelGrantee	32313.876	28474.044
db.AgendaOptionCancelOption	33935.959	28919.497
db.AgendaOptionExercise	32490.851	29991.276
db.AgendaOptionExerciseClaim	29866.482	30251.130
db.AgendaOptionExerciseGrantee	31032.075	30251.130
db.AgendaOptionExerciseGranteeOption	31462.075	30251.130
db.AgendaOptionGrant	31633.258	28065.158
db.AgendaOptionGrantGrantee	29440.903	26824.560
db.AgendaPurposeChange	34561.504	28760.231
db.AgendaPurposeChangeItem	34413.603	28664.966
db.AgendaRsuGrant	34330.909	28158.300
db.AgendaRsuGrantGrantee	29247.158	27623.446
db.AgendaShareholdersMeetingConvocation	35167.858	28553.932
db.AgendaSubsidiaryEstablishment	34367.415	28262.494
db.AgendaTemplate	14917.005	16427.566
db.AiAnalysisFeedback	29552.193	11179.491
db.AiPayrollLedger	34361.075	15592.390
db.AlimtalkActivity	24494.054	32670.770
db.AlimtalkActivityRecipient	24899.438	31122.660
db.AlimtalkActivityRecipientStatusHistory	25178.676	30810.790
db.AllocatedSeat	21934.436	18310.437
db.Announcement	18806.695	17095.590
db.AnnualSalary	33730.901	12911.918
db.AppCard	29225.851	21077.829
db.AppointedDirectorCertificateOfSealDocument	29951.642	31122.439
db.AppointedDirectorResidentRegistrationDocument	31434.844	32315.389
db.Article	38751.632	19201.278
db.ArticlePublishHistory	40101.866	19126.093
db.ArticlesOfIncorporation	28012.976	21482.946
db.ArticlesOfIncorporationAfterChangeDocument	30067.803	31227.387
db.ArticlesOfIncorporationAnalyzationRequest	16645.333	16212.314
db.ArticlesOfIncorporationAnalyzationResult	16929.864	15521.101
db.ArticlesOfIncorporationBeforeChangeDocument	33664.272	32167.554
db.ArticlesOfIncorporationDocument	30976.281	31660.196
db.ArticlesOfIncorporationInputterMemo	28421.915	21482.942
db.AuditLog	33277.277	11847.083
db.AuditReportDocument	31895.592	31964.513
db.AvailableModusignRequest	23198.177	16654.600
db.BalanceCertificateDocument	35360.380	31106.418
db.BaseModusignDocumentUsageHistory	30127.282	20518.382
db.Basket	29760.797	20837.611
db.BeforeunloadPdfEvent	71570.176	3620.245
db.BigNumberValueWithVisibility	16081.909	29167.149
db.BonusIssueEvent	71802.106	3620.245
db.BranchAbolitionEvent	46842.728	25466.093
db.BranchChangeEvent	50617.526	25346.418
db.BranchInstallationEvent	46815.225	25358.733
db.BulkEmail	39056.165	36240.623
db.BulkEmailCommonAttachment	39067.253	36030.020
db.BulkEmailRecipient	38694.425	36845.472
db.BulkEmailRecipientAttachment	37384.043	35887.671
db.BulkEmailTemplate	42617.309	38129.193
db.BulkEmailTemplateRevision	39402.670	36240.622
db.BusinessPlan	23940.465	12475.674
db.BusinessPlanAiAnalysis	29875.186	10752.615
db.BusinessPlanAiAnalysisItem	28741.138	11179.489
db.BusinessPlanAiAnalysisItemImprovement	29928.161	11033.181
db.BusinessPlanAiReview	29984.818	11140.541
db.BusinessRegistrationCertificate	15975.463	17181.697
db.CalendarEvent	72040.917	3620.245
db.CapitalChangeEvent	72310.687	3620.245
db.CapitalReductionEvent	72570.137	3620.245
db.CaptableAfterNewIssueDocument	29795.156	31950.885
db.CaptableAtRecordDateDocument	28757.667	30332.534
db.CaptableBeforeNewIssueDocument	27851.673	32254.894
db.CaptableRequest	24375.144	16205.114
db.CashIncentive	32202.137	12871.301
db.CashIncentiveCategory	25049.124	13341.054
db.CashIncentiveItem	31340.054	12471.086
db.CashPayment	30529.806	21150.578
db.CeoAddressChangeEvent	34635.174	16221.264
db.CeoConfirmationDocument	30947.010	31959.540
db.CeoTypeChangedCeoResidentRegistrationDocument	31199.711	32494.140
db.CertificateOfCorporateSealDocument	29584.557	32218.794
db.CertificateOfSealNotarizationPoaDocument	32497.822	31970.724
db.Charge	29340.256	21168.987
db.CmeBulkEmail	32195.586	14536.460
db.CmeBulkEmailRecipient	31055.825	14121.742
db.CmeBulkEmailTemplate	32551.961	14827.124
db.CmeCompany	29506.865	13311.041
db.CmeCompanyContact	29018.970	14175.748
db.CmeCompanyContactNotificationSettings	29094.374	13430.560
db.CmeCompanyDirectorTermManagement	31052.229	13835.757
db.CmeCompanyNote	29493.793	13833.408
db.CmeCompanyRegistration	31635.640	14827.124
db.CmeCompanyRegistrationFile	31968.090	14729.796
db.CmeContact	31095.528	14226.328
db.CmeMemberRelation	32345.278	14696.717
db.CoCeoSystemChangeEvent	72829.587	3620.245
db.CommonAddress	71540.936	3713.525
