db.Address	52654.692	14716.135
db.AgendaAuthorizedSharesChange	32095.598	27283.520
db.AgendaBonusIssueNewIssueBalanceCertificateFile	37752.183	23156.279
db.AgendaBonusIssueNewIssueMinutesFile	37873.910	24213.570
db.AgendaBonusIssueSharesToIssue	34002.445	23160.719
db.AgendaBorrowCapital	31076.959	24904.076
db.AgendaBranchChange	43555.526	28619.654
db.AgendaCashDividends	31187.988	26114.797
db.AgendaCeoAddressChange	31007.124	25995.013
db.AgendaCeoAddressChangeItem	30131.113	25652.832
db.AgendaChangeOfAoiClassStock	35909.168	23148.100
db.AgendaChangeOfAoiCustom	37312.891	21308.492
db.AgendaChangeOfAoiNumberOfDirectors	37103.625	23027.383
db.AgendaChangeOfArticlesOfIncorporation	36523.145	23778.930
db.AgendaCustom	34200.973	25493.156
db.AgendaDirectorCompensation	34480.586	26749.199
db.AgendaDirectorCompensationItem	31565.996	27197.953
db.AgendaFinancialStatements	34788.352	25101.660
db.AgendaNewIssueItem	36104.352	29731.248
db.AgendaNewIssueItemFromPayment	35468.466	29061.355
db.AgendaNewIssueItemInstitutionMember	39173.418	32723.490
db.AgendaNewIssueItemInstitutionMemberCeo	36348.359	33385.176
db.AgendaNewIssueItemShareClass	36416.352	29718.150
db.AgendaNewIssueItemShareholder	39822.750	31402.945
db.AgendaNewIssueNewShareClass	39698.348	28706.039
db.AgendaNewOrChangeRsuRule	33581.188	26354.730
db.AgendaOptionCancelGrantee	31111.551	24585.105
db.AgendaOptionCancelOption	32514.707	25241.711
db.AgendaOptionExerciseClaim	28438.921	27904.319
db.AgendaOptionExerciseGrantee	30794.260	27989.695
db.AgendaOptionExerciseGranteeOption	29794.260	27989.695
db.AgendaOptionGrant	31858.262	26269.963
db.AgendaOptionGrantGrantee	29862.530	23747.929
db.AgendaPurposeChangeItem	32671.004	25837.447
db.AgendaRsuGrantGrantee	26676.534	25871.385
db.AgendaShareholdersMeetingConvocation	35471.621	25647.852
