db.Address	52654.692	14716.135
db.AgendaAuthorizedSharesChange	32095.598	27283.520
db.AgendaBonusIssue	37641.734	24113.570
db.AgendaBonusIssueNewIssueBalanceCertificateFile	37752.183	23156.279
db.AgendaBonusIssueNewIssueMinutesFile	37873.910	24213.570
db.AgendaBonusIssueSharesToIssue	34002.445	23160.719
db.AgendaBorrowCapital	31076.959	24904.076
db.AgendaBranchChange	43555.526	28619.654
db.AgendaCashDividends	31187.988	26114.797
db.AgendaCeoAddressChange	31007.124	25995.013
db.AgendaChangeOfAoiClassStock	35909.168	23148.100
db.AgendaChangeOfAoiCustom	37312.891	21308.492
db.AgendaChangeOfAoiDirectorCompensationRule	36905.496	23704.492
db.AgendaChangeOfAoiNumberOfDirectors	37103.625	23027.383
db.AgendaChangeOfAoiThirdPartyAllocation	37592.164	23694.652
db.AgendaChangeOfArticlesOfIncorporation	36523.145	23778.930
db.AgendaCoCeoSystemChange	34282.758	26002.295
db.AgendaCompanyNameChange	33488.047	26017.977
db.AgendaCustom	34200.973	25493.156
db.AgendaDirectorChange	31774.058	26973.463
db.AgendaDirectorCompensation	34480.586	26749.199
db.AgendaDirectorCompensationItem	31565.996	27197.953
db.AgendaFinancialStatements	34788.352	25101.660
db.AgendaHeadOfficeRelocation	34844.544	26800.643
db.AgendaHeadOfficeRelocationAoiChange	33907.760	26195.092
db.AgendaMethodOfGivingPublicNoticeChange	32008.573	25658.116
db.AgendaNewIssue	43777.059	28803.941
db.AgendaNewIssueItem	36104.352	29731.248
db.AgendaNewIssueItemFromConversion	37663.169	29162.154
db.AgendaNewIssueItemFromPayment	35468.466	29061.355
db.AgendaNewIssueItemInstitutionMember	39173.418	32723.490
db.AgendaNewIssueItemInstitutionMemberCeo	36348.359	33385.176
db.AgendaNewIssueItemShareClass	36416.352	29718.150
db.AgendaNewIssueItemShareholder	39822.750	31402.945
db.AgendaNewIssueNewShareClass	39698.348	28706.039
db.AgendaOptionCancel	31994.984	25118.055
